物品id,名称,皮肤,类型,贵重,值,说明,,,,,,,,,,,,,,,,,,,,,,,,,,
88892,红宝石,99915,123,2,等级=5,鲜红似火的宝石，象征热情、仁爱与尊严，据说其内涵的火光能增强持有者的能力。镶嵌：神兵武器,,,,,,,,,,,,,,,,,,,,,,,,,,
88893,绿宝石,99921,124,2,等级=1,绿草般的翡翠，象征着朝气蓬勃、幸运与幸福，传说拥有者将生命不息。镶嵌：神兵项链,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,绿宝石,99922,124,2,等级=2,绿草般的翡翠，象征着朝气蓬勃、幸运与幸福，传说拥有者将生命不息。镶嵌：神兵项链,,,,,,,,,,,,,,,,,,,,,,,,,,
88895,绿宝石,99923,124,2,等级=3,绿草般的翡翠，象征着朝气蓬勃、幸运与幸福，传说拥有者将生命不息。镶嵌：神兵项链,,,,,,,,,,,,,,,,,,,,,,,,,,
88896,绿宝石,99924,124,2,等级=4,绿草般的翡翠，象征着朝气蓬勃、幸运与幸福，传说拥有者将生命不息。镶嵌：神兵项链,,,,,,,,,,,,,,,,,,,,,,,,,,
88897,绿宝石,99925,124,2,等级=5,绿草般的翡翠，象征着朝气蓬勃、幸运与幸福，传说拥有者将生命不息。镶嵌：神兵项链,,,,,,,,,,,,,,,,,,,,,,,,,,
88898,橙宝石,99931,125,2,等级=1,橙色宝石代表着力量、智慧、震撼，有被奉成神圣的力量。镶嵌：神兵鞋子,,,,,,,,,,,,,,,,,,,,,,,,,,
88899,橙宝石,99932,125,2,等级=2,橙色宝石代表着力量、智慧、震撼，有被奉成神圣的力量。镶嵌：神兵鞋子,,,,,,,,,,,,,,,,,,,,,,,,,,
88900,橙宝石,99933,125,2,等级=3,橙色宝石代表着力量、智慧、震撼，有被奉成神圣的力量。镶嵌：神兵鞋子,,,,,,,,,,,,,,,,,,,,,,,,,,
88901,橙宝石,99934,125,2,等级=4,橙色宝石代表着力量、智慧、震撼，有被奉成神圣的力量。镶嵌：神兵鞋子,,,,,,,,,,,,,,,,,,,,,,,,,,
88902,橙宝石,99935,125,2,等级=5,橙色宝石代表着力量、智慧、震撼，有被奉成神圣的力量。镶嵌：神兵鞋子,,,,,,,,,,,,,,,,,,,,,,,,,,
88903,紫宝石,99941,126,2,等级=1,闪耀着紫色光彩的宝石，代表友情、友爱、与希望，传说有着护住的奇效。镶嵌：神兵帽子,,,,,,,,,,,,,,,,,,,,,,,,,,
88904,紫宝石,99942,126,2,等级=2,闪耀着紫色光彩的宝石，代表友情、友爱、与希望，传说有着护住的奇效。镶嵌：神兵帽子,,,,,,,,,,,,,,,,,,,,,,,,,,
88905,紫宝石,99943,126,2,等级=3,闪耀着紫色光彩的宝石，代表友情、友爱、与希望，传说有着护住的奇效。镶嵌：神兵帽子,,,,,,,,,,,,,,,,,,,,,,,,,,
88906,紫宝石,99944,126,2,等级=4,闪耀着紫色光彩的宝石，代表友情、友爱、与希望，传说有着护住的奇效。镶嵌：神兵帽子,,,,,,,,,,,,,,,,,,,,,,,,,,
88907,紫宝石,99945,126,2,等级=5,闪耀着紫色光彩的宝石，代表友情、友爱、与希望，传说有着护住的奇效。镶嵌：神兵帽子,,,,,,,,,,,,,,,,,,,,,,,,,,
88908,蓝宝石,99951,127,2,等级=1,纯蓝色的宝石，能激发人们的斗志，使之发挥出较强的战斗力。镶嵌：神兵衣服,,,,,,,,,,,,,,,,,,,,,,,,,,
88909,蓝宝石,99952,127,2,等级=2,纯蓝色的宝石，能激发人们的斗志，使之发挥出较强的战斗力。镶嵌：神兵衣服,,,,,,,,,,,,,,,,,,,,,,,,,,
88910,蓝宝石,99953,127,2,等级=3,纯蓝色的宝石，能激发人们的斗志，使之发挥出较强的战斗力。镶嵌：神兵衣服,,,,,,,,,,,,,,,,,,,,,,,,,,
88911,蓝宝石,99954,127,2,等级=4,纯蓝色的宝石，能激发人们的斗志，使之发挥出较强的战斗力。镶嵌：神兵衣服,,,,,,,,,,,,,,,,,,,,,,,,,,
88912,蓝宝石,99955,127,2,等级=5,纯蓝色的宝石，能激发人们的斗志，使之发挥出较强的战斗力。镶嵌：神兵衣服,,,,,,,,,,,,,,,,,,,,,,,,,,
90066,彩晶石,cjs,729,2,根骨=20|灵性=20|力量=20|敏捷=20|品质=3924,满品质彩晶石品质：3924,,,,,,,,,,,,,,,,,,,,,,,,,,
90681,月卡(30天),yueka,66668,3,召唤兽死亡不掉忠诚|人物死亡惩罚减半,#Y掉落率=1|召唤兽死亡不掉忠诚|人物死亡惩罚减半#r #r#Y打开#R商城#Y选择#R月卡#Y可领取每日#R月卡奖励,,,,,,,,,,,,,,,,,,,,,,,,,,
91266,道具栏扩展包,pslb,6699,3,,"#Y使用后可以增加包裹,限制使用2次.",,,,,,,,,,,,,,,,,,,,,,,,,,
91275,有钱就是任性,sclb,118,3,掉落=8018,每日充值到达一定金额获得SP+300,,,,,,,,,,,,,,,,,,,,,,,,,,
91276,哥是高富帅,sclb,118,3,掉落=8019,每日充值到达一定金额获得SP+200,,,,,,,,,,,,,,,,,,,,,,,,,,
91277,黄图大富翁,sclb,118,3,掉落=8020,每日充值到达一定金额获得SP+150,,,,,,,,,,,,,,,,,,,,,,,,,,
91278,金玉天下,sclb,118,3,掉落=8021,每日充值到达一定金额获得SP+100,,,,,,,,,,,,,,,,,,,,,,,,,,
91279,珠光宝气,sclb,118,3,掉落=8022,每日充值到达一定金额获得SP+80,,,,,,,,,,,,,,,,,,,,,,,,,,
91280,富可敌国,sclb,118,3,掉落=8023,每日充值到达一定金额获得SP+70,,,,,,,,,,,,,,,,,,,,,,,,,,
91281,富甲天下,sclb,118,3,掉落=8024,每日充值到达一定金额获得SP+60,,,,,,,,,,,,,,,,,,,,,,,,,,
91297,套装玉符(金陵铁衣),zzd34,825,2,50&5&103-104^50&5&103-104^16&5&103-104^4&5&103-104,"100%获得金陵,铁衣任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91298,套装玉符(雅声兰心),zzd34,825,2,50&5&52-53^50&5&52-53^16&5&52-53^50&5&52-53,"100%获得雅声,兰心任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91299,套装玉符(太昊凤鸣),zzd34,825,2,50&5&50-51^50&5&50-51^16&5&50-51^4&5&50-51,"100%获得太昊,凤鸣任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91300,套装玉符(寒鸦残梦),zzd34,825,2,50&5&48-49^50&5&48-49^16&5&48-49^4&5&48-49,"100%获得寒鸦,残梦任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91301,套装玉符(霄汉青鸾),zzd34,825,2,50&5&44-45^50&5&44-45^16&5&44-45^4&5&44-45,"100%获得霄汉,青鸾任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91302,套装玉符(惊鸿容止),zzd34,825,2,50&5&78-78^50&5&62-62^16&5&62-62^4&5&78-78,"100%获得惊鸿,容止任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91303,套装玉符(于归破军),zzd34,825,2,50&5&75-75^50&5&64-64^16&5&75-75^10&5&64-64,"100%获得于归,破军任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91304,套装玉符(洞天罗刹),zzd34,825,2,50&5&13-13^50&5&8-8^16&5&13-13^10&5&8-8,"100%获得洞天,罗刹任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91305,套装玉符(寒隐重楼),zzd34,825,2,50&5&36-37^50&5&36-37^16&5&36-37^4&5&36-37,"100%获得寒隐,重楼任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91306,套装玉符(燃灯六合),zzd34,825,2,50&5&100-100^50&5&63-63^16&5&92-92^4&5&92-92,"100%获得燃灯,腾蛇 ,六合任意一个部件的把玩",,,,,,,,,,,,,,,,,,,,,,,,,,
91307,套装玉符-涅槃（传世）,zzd34,825,2,100&5&1,不如虎穴，焉得虎子。#r #r#Y100%获得#R涅槃#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91308,套装玉符-天荒（传世）,zzd34,825,2,100&5&2,不如虎穴，焉得虎子。#r #r#Y100%获得#R天荒#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91309,套装玉符-灵台（传世）,zzd34,825,2,100&5&3,不如虎穴，焉得虎子。#r #r#Y100%获得#R灵台#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91310,套装玉符-华藏（传世）,zzd34,825,2,100&5&4,不如虎穴，焉得虎子。#r #r#Y100%获得#R华藏#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91311,套装玉符-浴火（传世）,zzd34,825,2,100&5&5,不如虎穴，焉得虎子。#r #r#Y100%获得#R浴火#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91312,套装玉符-清浊辨（传世）,zzd34,825,2,100&5&6,不如虎穴，焉得虎子。#r #r#Y100%获得#R清浊辨#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91313,套装玉符-昂日（传世）,zzd34,825,2,100&5&7,不如虎穴，焉得虎子。#r #r#Y100%获得#R昂日#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91314,套装玉符-罗刹（传世）,zzd34,825,2,100&5&8,不如虎穴，焉得虎子。#r #r#Y100%获得#R罗刹#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91315,套装玉符-火麟（传世）,zzd34,825,2,100&5&9,不如虎穴，焉得虎子。#r #r#Y100%获得#R火麟#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91316,套装玉符-瑶宫（传世）,zzd34,825,2,100&5&10,不如虎穴，焉得虎子。#r #r#Y100%获得#R瑶宫#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91317,套装玉符-山海（传世）,zzd34,825,2,100&5&11,不如虎穴，焉得虎子。#r #r#Y100%获得#R山海#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91318,套装玉符-国色（传世）,zzd34,825,2,100&5&12,不如虎穴，焉得虎子。#r #r#Y100%获得#R国色#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91319,套装玉符-洞天（传世）,zzd34,825,2,100&5&13,不如虎穴，焉得虎子。#r #r#Y100%获得#R洞天#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91320,套装玉符-魔竭（传世）,zzd34,825,2,100&5&14,不如虎穴，焉得虎子。#r #r#Y100%获得#R魔竭#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91321,套装玉符-灵吉（传世）,zzd34,825,2,100&5&15,不如虎穴，焉得虎子。#r #r#Y100%获得#R灵吉#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91322,套装玉符-夜飞霜（传世）,zzd34,825,2,100&5&16,不如虎穴，焉得虎子。#r #r#Y100%获得#R夜飞霜#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91323,套装玉符-婵娟（传世）,zzd34,825,2,100&5&17,不如虎穴，焉得虎子。#r #r#Y100%获得#R婵娟#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91324,套装玉符-灭神（传世）,zzd34,825,2,100&5&18,不如虎穴，焉得虎子。#r #r#Y100%获得#R灭神#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91325,套装玉符-半夏（传世）,zzd34,825,2,100&5&19,不如虎穴，焉得虎子。#r #r#Y100%获得#R半夏#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91326,套装玉符-聆音（传世）,zzd34,825,2,100&5&20,不如虎穴，焉得虎子。#r #r#Y100%获得#R聆音#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91327,套装玉符-翼火（传世）,zzd34,825,2,100&5&21,不如虎穴，焉得虎子。#r #r#Y100%获得#R翼火#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91328,套装玉符-青黛（传世）,zzd34,825,2,100&5&22,不如虎穴，焉得虎子。#r #r#Y100%获得#R青黛#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91329,套装玉符-毗卢（传世）,zzd34,825,2,100&5&23,不如虎穴，焉得虎子。#r #r#Y100%获得#R毗卢#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91330,套装玉符-红泪（传世）,zzd34,825,2,100&5&24,不如虎穴，焉得虎子。#r #r#Y100%获得#R红泪#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91331,套装玉符-大觉（传世）,zzd34,825,2,100&5&25,不如虎穴，焉得虎子。#r #r#Y100%获得#R大觉#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91332,套装玉符-莲华（传世）,zzd34,825,2,100&5&26,不如虎穴，焉得虎子。#r #r#Y100%获得#R莲华#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91333,套装玉符-断雁（传世）,zzd34,825,2,100&5&27,不如虎穴，焉得虎子。#r #r#Y100%获得#R断雁#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91334,套装玉符-文殊（传世）,zzd34,825,2,100&5&28,不如虎穴，焉得虎子。#r #r#Y100%获得#R文殊#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91335,套装玉符-知秋（传世）,zzd34,825,2,100&5&29,不如虎穴，焉得虎子。#r #r#Y100%获得#R知秋#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91336,套装玉符-朱紫（传世）,zzd34,825,2,100&5&30,不如虎穴，焉得虎子。#r #r#Y100%获得#R朱紫#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91337,套装玉符-九渊（传世）,zzd34,825,2,100&5&31,不如虎穴，焉得虎子。#r #r#Y100%获得#R九渊#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91338,套装玉符-冬葵（传世）,zzd34,825,2,100&5&32,不如虎穴，焉得虎子。#r #r#Y100%获得#R冬葵#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91339,套装玉符-孤鸿（传世）,zzd34,825,2,100&5&33,不如虎穴，焉得虎子。#r #r#Y100%获得#R孤鸿#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91340,套装玉符-魔心（传世）,zzd34,825,2,100&5&34,不如虎穴，焉得虎子。#r #r#Y100%获得#R魔心#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91341,套装玉符-千花（传世）,zzd34,825,2,100&5&35,不如虎穴，焉得虎子。#r #r#Y100%获得#R千花#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91342,套装玉符-寒隐（传世）,zzd34,825,2,100&5&36,不如虎穴，焉得虎子。#r #r#Y100%获得#R寒隐#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91343,套装玉符-重楼（传世）,zzd34,825,2,100&5&37,不如虎穴，焉得虎子。#r #r#Y100%获得#R重楼#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91344,套装玉符-九曜（传世）,zzd34,825,2,100&5&38,不如虎穴，焉得虎子。#r #r#Y100%获得#R九曜#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91345,套装玉符-碧落（传世）,zzd34,825,2,100&5&39,不如虎穴，焉得虎子。#r #r#Y100%获得#R碧落#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91346,套装玉符-狂阳（传世）,zzd34,825,2,100&5&40,不如虎穴，焉得虎子。#r #r#Y100%获得#R狂阳#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91347,套装玉符-天竺（传世）,zzd34,825,2,100&5&41,不如虎穴，焉得虎子。#r #r#Y100%获得#R天竺#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91348,套装玉符-焚影（传世）,zzd34,825,2,100&5&42,不如虎穴，焉得虎子。#r #r#Y100%获得#R焚影#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91349,套装玉符-广寒（传世）,zzd34,825,2,100&5&43,不如虎穴，焉得虎子。#r #r#Y100%获得#R广寒#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91350,套装玉符-霄汉（传世）,zzd34,825,2,100&5&44,不如虎穴，焉得虎子。#r #r#Y100%获得#R霄汉#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91351,套装玉符-青鸾（传世）,zzd34,825,2,100&5&45,不如虎穴，焉得虎子。#r #r#Y100%获得#R青鸾#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91352,套装玉符-定海（传世）,zzd34,825,2,100&5&46,不如虎穴，焉得虎子。#r #r#Y100%获得#R定海#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91353,套装玉符-紫苏（传世）,zzd34,825,2,100&5&47,不如虎穴，焉得虎子。#r #r#Y100%获得#R紫苏#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91354,套装玉符-寒鸦（传世）,zzd34,825,2,100&5&48,不如虎穴，焉得虎子。#r #r#Y100%获得#R寒鸦#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91355,套装玉符-残梦（传世）,zzd34,825,2,100&5&49,不如虎穴，焉得虎子。#r #r#Y100%获得#R残梦#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91356,套装玉符-太皓（传世）,zzd34,825,2,100&5&50,不如虎穴，焉得虎子。#r #r#Y100%获得#R太皓#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91357,套装玉符-凤鸣（传世）,zzd34,825,2,100&5&51,不如虎穴，焉得虎子。#r #r#Y100%获得#R凤鸣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91358,套装玉符-雅声（传世）,zzd34,825,2,100&5&52,不如虎穴，焉得虎子。#r #r#Y100%获得#R雅声#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91359,套装玉符-兰心（传世）,zzd34,825,2,100&5&53,不如虎穴，焉得虎子。#r #r#Y100%获得#R兰心#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91360,套装玉符-黄泉（传世）,zzd34,825,2,100&5&54,不如虎穴，焉得虎子。#r #r#Y100%获得#R黄泉#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91361,套装玉符-锁云（传世）,zzd34,825,2,100&5&55,不如虎穴，焉得虎子。#r #r#Y100%获得#R锁云#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91362,套装玉符-悲回风（传世）,zzd34,825,2,100&5&56,不如虎穴，焉得虎子。#r #r#Y100%获得#R悲回风#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91363,套装玉符-烟霞（传世）,zzd34,825,2,100&5&57,不如虎穴，焉得虎子。#r #r#Y100%获得#R烟霞#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91364,套装玉符-殒天（传世）,zzd34,825,2,100&5&58,不如虎穴，焉得虎子。#r #r#Y100%获得#R殒天#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91365,套装玉符-梵音（传世）,zzd34,825,2,100&5&59,不如虎穴，焉得虎子。#r #r#Y100%获得#R梵音#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91366,套装玉符-紫阳（传世）,zzd34,825,2,100&5&60,不如虎穴，焉得虎子。#r #r#Y100%获得#R紫阳#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91367,套装玉符-战魂（传世）,zzd34,825,2,100&5&61,不如虎穴，焉得虎子。#r #r#Y100%获得#R战魂#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91368,套装玉符-容止（传世）,zzd34,825,2,100&5&62,不如虎穴，焉得虎子。#r #r#Y100%获得#R容止#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91369,套装玉符-燃灯（传世）,zzd34,825,2,100&5&63,不如虎穴，焉得虎子。#r #r#Y100%获得#R燃灯#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91370,套装玉符-破军（传世）,zzd34,825,2,100&5&64,不如虎穴，焉得虎子。#r #r#Y100%获得#R破军#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91371,套装玉符-魔蝎（传世）,zzd34,825,2,100&5&65,不如虎穴，焉得虎子。#r #r#Y100%获得#R魔蝎#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91372,套装玉符-蓝枫（传世）,zzd34,825,2,100&5&66,不如虎穴，焉得虎子。#r #r#Y100%获得#R蓝枫#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91373,套装玉符-断鬼（传世）,zzd34,825,2,100&5&67,不如虎穴，焉得虎子。#r #r#Y100%获得#R断鬼#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91374,套装玉符-虚云（传世）,zzd34,825,2,100&5&68,不如虎穴，焉得虎子。#r #r#Y100%获得#R虚云#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91375,套装玉符-卷柏（传世）,zzd34,825,2,100&5&69,不如虎穴，焉得虎子。#r #r#Y100%获得#R卷柏#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91376,套装玉符-羲和（传世）,zzd34,825,2,100&5&70,不如虎穴，焉得虎子。#r #r#Y100%获得#R羲和#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91377,套装玉符-翰林（传世）,zzd34,825,2,100&5&71,不如虎穴，焉得虎子。#r #r#Y100%获得#R翰林#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91378,套装玉符-垂杨（传世）,zzd34,825,2,100&5&72,不如虎穴，焉得虎子。#r #r#Y100%获得#R垂杨#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91379,套装玉符-沙华（传世）,zzd34,825,2,100&5&73,不如虎穴，焉得虎子。#r #r#Y100%获得#R沙华#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91380,套装玉符-萧史（传世）,zzd34,825,2,100&5&74,不如虎穴，焉得虎子。#r #r#Y100%获得#R萧史#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91381,套装玉符-于归（传世）,zzd34,825,2,100&5&75,不如虎穴，焉得虎子。#r #r#Y100%获得#R于归#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91382,套装玉符-忘情（传世）,zzd34,825,2,100&5&76,不如虎穴，焉得虎子。#r #r#Y100%获得#R忘情#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91383,套装玉符-普贤（传世）,zzd34,825,2,100&5&77,不如虎穴，焉得虎子。#r #r#Y100%获得#R普贤#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91384,套装玉符-惊鸿（传世）,zzd34,825,2,100&5&78,不如虎穴，焉得虎子。#r #r#Y100%获得#R惊鸿#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91385,套装玉符-秋桑（传世）,zzd34,825,2,100&5&79,不如虎穴，焉得虎子。#r #r#Y100%获得#R秋桑#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91386,套装玉符-残雪（传世）,zzd34,825,2,100&5&80,不如虎穴，焉得虎子。#r #r#Y100%获得#R残雪#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91387,套装玉符-白薇（传世）,zzd34,825,2,100&5&81,不如虎穴，焉得虎子。#r #r#Y100%获得#R白薇#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91388,套装玉符-白骨（传世）,zzd34,825,2,100&5&82,不如虎穴，焉得虎子。#r #r#Y100%获得#R白骨#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91389,套装玉符-慈航（传世）,zzd34,825,2,100&5&83,不如虎穴，焉得虎子。#r #r#Y100%获得#R慈航#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91390,套装玉符-剑兰（传世）,zzd34,825,2,100&5&84,不如虎穴，焉得虎子。#r #r#Y100%获得#R剑兰#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91391,套装玉符-鸣鸾（传世）,zzd34,825,2,100&5&85,不如虎穴，焉得虎子。#r #r#Y100%获得#R鸣鸾#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91392,套装玉符-祥瑞（传世）,zzd34,825,2,100&5&86,不如虎穴，焉得虎子。#r #r#Y100%获得#R祥瑞#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91393,套装玉符-紫陌（传世）,zzd34,825,2,100&5&87,不如虎穴，焉得虎子。#r #r#Y100%获得#R紫陌#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91394,套装玉符-曼珠（传世）,zzd34,825,2,100&5&88,不如虎穴，焉得虎子。#r #r#Y100%获得#R曼珠#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91395,套装玉符-弄玉（传世）,zzd34,825,2,100&5&89,不如虎穴，焉得虎子。#r #r#Y100%获得#R弄玉#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91396,套装玉符-赤练（传世）,zzd34,825,2,100&5&90,不如虎穴，焉得虎子。#r #r#Y100%获得#R赤练#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91397,套装玉符-通天（传世）,zzd34,825,2,100&5&91,不如虎穴，焉得虎子。#r #r#Y100%获得#R通天#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91398,套装玉符-腾蛇（传世）,zzd34,825,2,100&5&92,不如虎穴，焉得虎子。#r #r#Y100%获得#R腾蛇#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
